EVENT_NAME,BOUT,RED_CORNER,BLUE_CORNER,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TOTAL_TIME_SEC,TIME_FORMAT,REFEREE,DETAILS,EVENT_DATE,LOCATION,URL
"UFC Fight Night: Hermansson vs. Pyfer","Loma Lookboonmee  vs. Bruna Brasil","Loma Lookboonmee","Bruna Brasil",red,"Women's Strawweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Jason Herzog","Eric Colon 28 - 29.Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.",2024-02-10,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/c3986c1a56a6e94d"
"UFC Fight Night: Hermansson vs. Pyfer","Devin Clark  vs. Marcin Prachnio","Devin Clark","Marcin Prachnio",blue,"Light Heavyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mark Smith","Mike Bell 27 - 30.Chris Lee 27 - 30.Jacob Montalvo 27 - 30.",2024-02-10,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/dbfd7616dec2b6d5"
"UFC Fight Night: Hermansson vs. Pyfer","Max Griffin  vs. Jeremiah Wells","Max Griffin","Jeremiah Wells",red,"Welterweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Chris Tognoni","Adalaide Byrd 28 - 29.Sal D'amato 29 - 28.Junichiro Kamijo 28 - 29.",2024-02-10,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/08f7a60bd84a6b3c"
"UFC Fight Night: Hermansson vs. Pyfer","Zac Pauga  vs. Bogdan Guskov","Zac Pauga","Bogdan Guskov",blue,"Light Heavyweight Bout",KO/TKO,1,03:38:00.000,218,"3 Rnd (5-5-5)","Mike Beltran","Punches to Head At Distance",2024-02-10,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/ad26bf55ff201f4f"
"UFC Fight Night: Hermansson vs. Pyfer","Fernie Garcia  vs. Hyder Amil","Fernie Garcia","Hyder Amil",blue,"Featherweight Bout",KO/TKO,2,02:12:00.000,432,"3 Rnd (5-5-5)","Mark Smith","Punches to Head At Distance",2024-02-10,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/478a637045ad49fb"
"UFC Fight Night: Hermansson vs. Pyfer","Daniel Marcos  vs.  Aoriqileng","Daniel Marcos",Aoriqileng,"no contests","Bantamweight Bout","Could Not Continue",2,03:28:00.000,508,"3 Rnd (5-5-5)","Jason Herzog","Low Blows to Aoriqileng",2024-02-10,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/6cd542650d886c22"
"UFC Fight Night: Dolidze vs. Imavov","Roman Dolidze  vs. Nassourdine Imavov","Roman Dolidze","Nassourdine Imavov",blue,"Middleweight Bout","Decision - Majority",5,05:00:00.000,1500,"5 Rnd (5-5-5-5-5)","Herb Dean","Derek Cleary 44 - 49.Ron McCarthy 47 - 47.Sal D'amato 46 - 48.",2024-02-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/767ceb4a0cb43ade"
"UFC Fight Night: Dolidze vs. Imavov","Renato Moicano  vs. Drew Dober","Renato Moicano","Drew Dober",red,"Lightweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mark Smith","Mike Bell 28 - 29.Junichiro Kamijo 28 - 29.Chris Lee 28 - 29.",2024-02-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/733e675fd7c0052a"
"UFC Fight Night: Dolidze vs. Imavov","Randy Brown  vs. Muslim Salikhov","Randy Brown","Muslim Salikhov",red,"Welterweight Bout",KO/TKO,1,03:17:00.000,197,"3 Rnd (5-5-5)","Kerry Hatley","Punch to Head At Distance",2024-02-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/af6d56860ba4d259"
"UFC Fight Night: Dolidze vs. Imavov","Viviane Araujo  vs. Natalia Silva","Viviane Araujo","Natalia Silva",blue,"Women's Flyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mark Smith","Mike Bell 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.",2024-02-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/7b1882dc76786d77"
"UFC Fight Night: Dolidze vs. Imavov","Aliaskhab Khizriev  vs. Makhmud Muradov","Aliaskhab Khizriev","Makhmud Muradov","no contests","Middleweight Bout","Could Not Continue",1,00:11:00.000,11,"3 Rnd (5-5-5)","Herb Dean","Eye Injury to Muradov",2024-02-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/415ea2520b7ba720"
"UFC Fight Night: Dolidze vs. Imavov","Gilbert Urbina  vs. Charles Radtke","Gilbert Urbina","Charles Radtke",blue,"Welterweight Bout",KO/TKO,1,04:47:00.000,287,"3 Rnd (5-5-5)","Mark Smith","Punch to Head At Distance",2024-02-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/330d86bfaa4155fe"
"UFC Fight Night: Dolidze vs. Imavov","Molly McCann  vs. Diana Belbita","Molly McCann","Diana Belbita",red,"Women's Strawweight Bout",Submission,1,04:59:00.000,299,"3 Rnd (5-5-5)","Kerry Hatley","Armbar From Mount",2024-02-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/d4ace70b3661ee6c"
"UFC Fight Night: Dolidze vs. Imavov","Azat Maksum  vs. Charles Johnson","Azat Maksum","Charles Johnson",blue,"Flyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Eric McMahon","Derek Cleary 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.",2024-02-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/ca7d61e167d7789c"
"UFC Fight Night: Dolidze vs. Imavov","Themba Gorimbo  vs. Pete Rodriguez","Themba Gorimbo","Pete Rodriguez",red,"Welterweight Bout",KO/TKO,1,00:32:00.000,32,"3 Rnd (5-5-5)","Herb Dean","Punch to Head At Distance",2024-02-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/4cff9aeef3ac75c1"
"UFC Fight Night: Dolidze vs. Imavov","JeongYeong Lee  vs. Blake Bilder","JeongYeong Lee","Blake Bilder",red,"Featherweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mark Smith","Mike Bell 27 - 30.Adalaide Byrd 27 - 30.Chris Lee 27 - 30.",2024-02-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/e1930496b33fa636"
"UFC Fight Night: Dolidze vs. Imavov","Luana Carolina  vs. Julija Stoliarenko","Luana Carolina","Julija Stoliarenko",red,"Women's Flyweight Bout",KO/TKO,3,04:52:00.000,892,"3 Rnd (5-5-5)","Eric McMahon","Punches to Head From Side Control",2024-02-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/c28d40498150de90"
"UFC Fight Night: Dolidze vs. Imavov","Landon Quinones  vs. MarQuel Mederos","Landon Quinones","MarQuel Mederos",blue,"Lightweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Kerry Hatley","Adalaide Byrd 28 - 29.Junichiro Kamijo 28 - 29.Ron McCarthy 28 - 29.",2024-02-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/e396c509fb47b037"
"UFC Fight Night: Dolidze vs. Imavov","Thomas Petersen  vs. Jamal Pogues","Thomas Petersen","Jamal Pogues",blue,"Heavyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Eric McMahon","Mike Bell 28 - 29.Anthony Maness 28 - 29.Chris Lee 27 - 30.",2024-02-03,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/df9847839c73a678"
"UFC 297: Strickland vs. Du Plessis","Sean Strickland  vs. Dricus Du Plessis","Sean Strickland","Dricus Du Plessis",blue,"UFC Middleweight Title Bout","Decision - Split",5,05:00:00.000,1500,"5 Rnd (5-5-5-5-5)","Marc Goddard","Sal D'amato 48 - 47.Derek Cleary 47 - 48.Eric Colon 47 - 48.",2024-01-20,"Toronto, Ontario, Canada","http://ufcstats.com/fight-details/14e53999507c76a7"
"UFC 297: Strickland vs. Du Plessis","Raquel Pennington  vs. Mayra Bueno Silva","Raquel Pennington","Mayra Bueno Silva",red,"UFC Women's Bantamweight Title Bout","Decision - Unanimous",5,05:00:00.000,1500,"5 Rnd (5-5-5-5-5)","Jerin Valel","Eric Colon 46 - 49.Sal D'amato 46 - 49.Saleem Haniff 45 - 49.",2024-01-20,"Toronto, Ontario, Canada","http://ufcstats.com/fight-details/faf15b752fb8924c"
"UFC 297: Strickland vs. Du Plessis","Neil Magny  vs. Mike Malott","Neil Magny","Mike Malott",red,"Welterweight Bout",KO/TKO,3,04:45:00.000,885,"3 Rnd (5-5-5)","Kevin MacDonald","Punches to Head From Mount",2024-01-20,"Toronto, Ontario, Canada","http://ufcstats.com/fight-details/97817609ed46baa0"
"UFC 297: Strickland vs. Du Plessis","Chris Curtis  vs. Marc-Andre Barriault","Chris Curtis","Marc-Andre Barriault",red,"Middleweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Todd Ronald Anderson","Declan Woods 27 - 30.Derek Cleary 29 - 28.Eric Colon 27 - 30.",2024-01-20,"Toronto, Ontario, Canada","http://ufcstats.com/fight-details/ba5005d1116fa45f"
"UFC 297: Strickland vs. Du Plessis","Arnold Allen  vs. Movsar Evloev","Arnold Allen","Movsar Evloev",blue,"Featherweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Marc Goddard","Eric Colon 28 - 29.Patricia Vandermeer 28 - 29.Saleem Haniff 28 - 29.",2024-01-20,"Toronto, Ontario, Canada","http://ufcstats.com/fight-details/1a7cd191f0cf160c"
"UFC 297: Strickland vs. Du Plessis","Brad Katona  vs. Garrett Armfield","Brad Katona","Garrett Armfield",blue,"Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Kevin MacDonald","Eric Colon 28 - 29.Kyle Costello 28 - 29.Sal D'amato 28 - 29.",2024-01-20,"Toronto, Ontario, Canada","http://ufcstats.com/fight-details/670e4754d8d3d172"
"UFC 297: Strickland vs. Du Plessis","Charles Jourdain  vs. Sean Woodson","Charles Jourdain","Sean Woodson",blue,"Featherweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Jerin Valel","Declan Woods 28 - 29.Patricia Vandermeer 29 - 28.Derek Cleary 28 - 29.",2024-01-20,"Toronto, Ontario, Canada","http://ufcstats.com/fight-details/331ddc1141e934d1"
"UFC 297: Strickland vs. Du Plessis","Serhiy Sidey  vs. Ramon Taveras","Serhiy Sidey","Ramon Taveras",blue,"Bantamweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Todd Ronald Anderson","Eric Colon 28 - 29.Derek Cleary 29 - 28.Saleem Haniff 28 - 29.",2024-01-20,"Toronto, Ontario, Canada","http://ufcstats.com/fight-details/43d90683078fcee5"
"UFC 297: Strickland vs. Du Plessis","Gillian Robertson  vs. Polyana Viana","Gillian Robertson","Polyana Viana",red,"Women's Strawweight Bout",KO/TKO,2,03:12:00.000,492,"3 Rnd (5-5-5)","Kevin MacDonald","Punches to Head From Back Control",2024-01-20,"Toronto, Ontario, Canada","http://ufcstats.com/fight-details/dff2685afd98ed9e"
"UFC 297: Strickland vs. Du Plessis","Yohan Lainesse  vs. Sam Patterson","Yohan Lainesse","Sam Patterson",blue,"Welterweight Bout",Submission,1,02:03:00.000,123,"3 Rnd (5-5-5)","Brian Beauchamp","Rear Naked Choke",2024-01-20,"Toronto, Ontario, Canada","http://ufcstats.com/fight-details/a10e2d5416972b9c"
"UFC 297: Strickland vs. Du Plessis","Jasmine Jasudavicius  vs. Priscila Cachoeira","Jasmine Jasudavicius","Priscila Cachoeira",red,"Women's Bantamweight Bout",Submission,3,04:21:00.000,861,"3 Rnd (5-5-5)",MathewRocca,"Anaconda Choke On Ground",2024-01-20,"Toronto, Ontario, Canada","http://ufcstats.com/fight-details/7736eb6bd5c1ff4a"
"UFC 297: Strickland vs. Du Plessis","Malcolm Gordon  vs. Jimmy Flick","Malcolm Gordon","Jimmy Flick",blue,"Flyweight Bout",Submission,2,01:17:00.000,377,"3 Rnd (5-5-5)","Todd Ronald Anderson","Arm Triangle From Half Guard",2024-01-20,"Toronto, Ontario, Canada","http://ufcstats.com/fight-details/ab105e5a56b5ee90"
"UFC Fight Night: Ankalaev vs. Walker 2","Magomed Ankalaev  vs. Johnny Walker","Magomed Ankalaev","Johnny Walker",red,"Light Heavyweight Bout",KO/TKO,2,02:42:00.000,462,"5 Rnd (5-5-5-5-5)","Marc Goddard","Punch to Head At Distance",2024-01-13,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/f2b407019b2a5c15"
"UFC Fight Night: Ankalaev vs. Walker 2","Jim Miller  vs. Gabriel Benitez","Jim Miller","Gabriel Benitez",red,"Lightweight Bout",Submission,3,03:25:00.000,805,"3 Rnd (5-5-5)","Dan Miragliotta","Neck Crank From Back Control",2024-01-13,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/640f2ae3995b3b4f"
"UFC Fight Night: Ankalaev vs. Walker 2","Ricky Simon  vs. Mario Bautista","Ricky Simon","Mario Bautista",blue,"Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mark Smith","Sal D'amato 27 - 30.Chris Lee 27 - 30.Derek Cleary 28 - 29.",2024-01-13,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/a8239866e1222eae"
"UFC Fight Night: Ankalaev vs. Walker 2","Phil Hawes  vs. Brunno Ferreira","Phil Hawes","Brunno Ferreira",blue,"Middleweight Bout",KO/TKO,1,04:55:00.000,295,"3 Rnd (5-5-5)","Chris Tognoni","Punch to Head At Distance",2024-01-13,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/d0d99889c6abd8e1"
"UFC Fight Night: Ankalaev vs. Walker 2","Andrei Arlovski  vs. Waldo Cortes-Acosta","Andrei Arlovski","Waldo Cortes-Acosta",blue,"Heavyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Marc Goddard","Derek Cleary 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.",2024-01-13,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/6f13fe34cb3ca906"
"UFC Fight Night: Ankalaev vs. Walker 2","Matthew Semelsberger  vs. Preston Parsons","Matthew Semelsberger","Preston Parsons",blue,"Welterweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Dan Miragliotta","Mike Bell 27 - 30.Junichiro Kamijo 27 - 30.Ron McCarthy 27 - 30.",2024-01-13,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/5f622d812b8f407f"
"UFC Fight Night: Ankalaev vs. Walker 2","Marcus McGhee  vs. Gaston Bolanos","Marcus McGhee","Gaston Bolanos",red,"Bantamweight Bout",KO/TKO,2,03:29:00.000,509,"3 Rnd (5-5-5)","Mark Smith","Punches to Head At Distance",2024-01-13,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/03de7404decde12f"
"UFC Fight Night: Ankalaev vs. Walker 2","Farid Basharat  vs. Taylor Lapilus","Farid Basharat","Taylor Lapilus",red,"Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Chris Tognoni","Mike Bell 27 - 30.Sal D'amato 27 - 30.Junichiro Kamijo 27 - 30.",2024-01-13,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/477c3b9de012e4b3"
"UFC Fight Night: Ankalaev vs. Walker 2","Westin Wilson  vs. Jean Silva","Westin Wilson","Jean Silva",blue,"Featherweight Bout",KO/TKO,1,04:12:00.000,252,"3 Rnd (5-5-5)","Marc Goddard","Punch to Head In Clinch",2024-01-13,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/0494ebcee93e717b"
"UFC Fight Night: Ankalaev vs. Walker 2","Nikolas Motta  vs. Tom Nolan","Nikolas Motta","Tom Nolan",red,"Lightweight Bout",KO/TKO,1,01:03:00.000,63,"3 Rnd (5-5-5)","Dan Miragliotta","Punches to Head On Ground",2024-01-13,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/5344e76e26503716"
"UFC Fight Night: Ankalaev vs. Walker 2","Joshua Van  vs. Felipe Bunes","Joshua Van","Felipe Bunes",red,"Flyweight Bout",KO/TKO,2,04:31:00.000,571,"3 Rnd (5-5-5)","Mark Smith","Punches to Head From Guard",2024-01-13,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/fd29123ff92789e4"
"UFC 296: Edwards vs. Covington","Leon Edwards  vs. Colby Covington","Leon Edwards","Colby Covington",red,"UFC Welterweight Title Bout","Decision - Unanimous",5,05:00:00.000,1500,"5 Rnd (5-5-5-5-5)","Herb Dean","Derek Cleary 46 - 49.Sal D'amato 46 - 49.Chris Lee 46 - 49.",2023-12-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/3fa8ee3fdc04fe36"
"UFC 296: Edwards vs. Covington","Alexandre Pantoja  vs. Brandon Royval","Alexandre Pantoja","Brandon Royval",red,"UFC Flyweight Title Bout","Decision - Unanimous",5,05:00:00.000,1500,"5 Rnd (5-5-5-5-5)","Marc Goddard","Junichiro Kamijo 45 - 50.Ron McCarthy 45 - 50.Eric Colon 46 - 49.",2023-12-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/4896b36f1333d25c"
"UFC 296: Edwards vs. Covington","Shavkat Rakhmonov  vs. Stephen Thompson","Shavkat Rakhmonov","Stephen Thompson",red,"Welterweight Bout",Submission,2,04:56:00.000,596,"3 Rnd (5-5-5)","Jason Herzog","Rear Naked Choke",2023-12-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/1efc813ccd7a5aba"
"UFC 296: Edwards vs. Covington","Tony Ferguson  vs. Paddy Pimblett","Tony Ferguson","Paddy Pimblett",blue,"Lightweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mark Smith","Derek Cleary 27 - 30.Sal D'amato 27 - 30.Junichiro Kamijo 27 - 30.",2023-12-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/ac8628d945a78b03"
"UFC 296: Edwards vs. Covington","Josh Emmett  vs. Bryce Mitchell","Josh Emmett","Bryce Mitchell",red,"Featherweight Bout",KO/TKO,1,01:57:00.000,117,"3 Rnd (5-5-5)","Herb Dean","Punch to Head At Distance",2023-12-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/3b21a9f48bac4a44"
"UFC 296: Edwards vs. Covington","Alonzo Menifield  vs. Dustin Jacoby","Alonzo Menifield","Dustin Jacoby",red,"Light Heavyweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Chris Tognoni","Sal D'amato 28 - 29.Chris Lee 28 - 29.Tony Weeks 28 - 29.",2023-12-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/521a0e016878d174"
"UFC 296: Edwards vs. Covington","Irene Aldana  vs. Karol Rosa","Irene Aldana","Karol Rosa",red,"Women's Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Jason Herzog","Derek Cleary 28 - 29.Ron McCarthy 28 - 29.Jacob Montalvo 28 - 29.",2023-12-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/609d994bfe440ec3"
"UFC 296: Edwards vs. Covington","Cody Garbrandt  vs. Brian Kelleher","Cody Garbrandt","Brian Kelleher",red,"Bantamweight Bout",KO/TKO,1,03:42:00.000,222,"3 Rnd (5-5-5)","Marc Goddard","Punch to Head At Distance",2023-12-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/f8a8871d167fc929"
"UFC 296: Edwards vs. Covington","Casey O'Neill  vs. Ariane Lipski","Casey O'Neill","Ariane Lipski",blue,"Women's Flyweight Bout",Submission,2,01:18:00.000,378,"3 Rnd (5-5-5)","Mark Smith","Armbar On Ground",2023-12-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/c442899c21d58779"
"UFC 296: Edwards vs. Covington","Tagir Ulanbekov  vs. Cody Durden","Tagir Ulanbekov","Cody Durden",red,"Flyweight Bout",Submission,2,04:25:00.000,565,"3 Rnd (5-5-5)","Chris Tognoni","Rear Naked Choke",2023-12-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/4ec249e549309b16"
"UFC 296: Edwards vs. Covington","Andre Fili  vs. Lucas Almeida","Andre Fili","Lucas Almeida",red,"Featherweight Bout",KO/TKO,1,03:32:00.000,212,"3 Rnd (5-5-5)","Jason Herzog","Punch to Head At Distance",2023-12-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/abb6e2169ba580d2"
"UFC 296: Edwards vs. Covington","Martin Buday  vs. Shamil Gaziev","Martin Buday","Shamil Gaziev",blue,"Heavyweight Bout",KO/TKO,2,00:56:00.000,356,"3 Rnd (5-5-5)","Mark Smith","Punches to Head At Distance",2023-12-16,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/fce6522f42b48f18"
"UFC Fight Night: Song vs. Gutierrez","Song Yadong  vs. Chris Gutierrez","Song Yadong","Chris Gutierrez",red,"Bantamweight Bout","Decision - Unanimous",5,05:00:00.000,1500,"5 Rnd (5-5-5-5-5)","Herb Dean","Sal D'amato 44 - 50.Junichiro Kamijo 45 - 50.Ron McCarthy 45 - 50.",2023-12-09,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/f9ec8bedc15ece93"
"UFC Fight Night: Song vs. Gutierrez","Anthony Smith  vs. Khalil Rountree Jr.","Anthony Smith","Khalil Rountree Jr.",blue,"Light Heavyweight Bout",KO/TKO,3,00:56:00.000,656,"3 Rnd (5-5-5)","Mark Smith","Punch to Head At Distance",2023-12-09,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/91093a019d32af2e"
"UFC Fight Night: Song vs. Gutierrez","Nasrat Haqparast  vs. Jamie Mullarkey","Nasrat Haqparast","Jamie Mullarkey",red,"Lightweight Bout",KO/TKO,1,01:44:00.000,104,"3 Rnd (5-5-5)","Keith Peterson","Punches to Head At Distance",2023-12-09,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/acc57a9c114b694a"
"UFC Fight Night: Song vs. Gutierrez","Tim Elliott  vs.  Sumudaerji","Tim Elliott",Sumudaerji,red,"Bantamweight Bout",Submission,1,04:02:00.000,242,"3 Rnd (5-5-5)","Herb Dean","Arm Triangle From Side Control",2023-12-09,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/fbedeb4e4b019b94"
"UFC Fight Night: Song vs. Gutierrez","JunYong Park  vs. Andre Muniz","JunYong Park","Andre Muniz",blue,"Middleweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Chris Tognoni","Chris Flores 28 - 29.Tony Weeks 29 - 28.Jacob Montalvo 28 - 29.",2023-12-09,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/1afc4f372a125c74"
"UFC Fight Night: Song vs. Gutierrez","Song Kenan  vs. Kevin Jousset","Song Kenan","Kevin Jousset",blue,"Welterweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Mark Smith","Sal D'amato 27 - 30.Chris Leben 27 - 30.Ron McCarthy 27 - 30.",2023-12-09,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/3adab28c5c6a9254"
"UFC Fight Night: Song vs. Gutierrez","HyunSung Park  vs. Shannon Ross","HyunSung Park","Shannon Ross",red,"Flyweight Bout",KO/TKO,2,03:59:00.000,539,"3 Rnd (5-5-5)","Keith Peterson","Punch to Body At Distance",2023-12-09,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/35addc4646509286"
"UFC Fight Night: Song vs. Gutierrez","Steve Garcia  vs. Melquizael Costa","Steve Garcia","Melquizael Costa",red,"Lightweight Bout",KO/TKO,2,01:01:00.000,361,"3 Rnd (5-5-5)","Chris Tognoni","Elbows to Head From Mount",2023-12-09,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/5ac1725f775c6f00"
"UFC Fight Night: Song vs. Gutierrez","Luana Santos  vs. Stephanie Egger","Luana Santos","Stephanie Egger",red,"Women's Bantamweight Bout","Decision - Unanimous",3,05:00:00.000,900,"3 Rnd (5-5-5)","Herb Dean","Jacob Montalvo 27 - 30.Junichiro Kamijo 28 - 29.Tony Weeks 28 - 29.",2023-12-09,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/5a6e894e4b6cc703"
"UFC Fight Night: Song vs. Gutierrez","Tatsuro Taira  vs. Carlos Hernandez","Tatsuro Taira","Carlos Hernandez",red,"Flyweight Bout",KO/TKO,2,00:55:00.000,355,"3 Rnd (5-5-5)","Mark Smith","Punches to Head On Ground",2023-12-09,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/84f6de7c99779e5f"
"UFC Fight Night: Song vs. Gutierrez","Rayanne Amanda  vs. Talita Alencar","Rayanne Amanda","Talita Alencar",blue,"Women's Strawweight Bout","Decision - Split",3,05:00:00.000,900,"3 Rnd (5-5-5)","Keith Peterson","Adalaide Byrd 28 - 29.Sal D'amato 29 - 28.Ron McCarthy 28 - 29.",2023-12-09,"Las Vegas, Nevada, USA","http://ufcstats.com/fight-details/acde7c89bd724af8"
